index,name,u,v,z_norm,x_norm,y_norm
0,center.lips.upper.outer,530.7088279724121,252.43080139160156,-0.031348083168268204,0.552821695804596,0.4674644470214844
1,,486.13231658935547,257.9736399650574,-0.0739087462425232,0.5063878297805786,0.4777289628982544
2,center.nose.attachment_to_philtrum,497.40657806396484,257.0956242084503,-0.03766418248414993,0.5181318521499634,0.4761030077934265
3,,438.9378261566162,270.6932330131531,-0.059856150299310684,0.4572269022464752,0.5012837648391724
4,center.nose.tip,471.7672061920166,258.71841967105865,-0.07971328496932983,0.49142417311668396,0.47910818457603455
5,,452.54688262939453,259.4658547639847,-0.0761648640036583,0.47140300273895264,0.48049232363700867
6,,406.2305545806885,260.92015385627747,-0.04450225830078125,0.42315682768821716,0.48318547010421753
7,,405.55684089660645,350.9088671207428,0.011388818733394146,0.4224550426006317,0.649831235408783
8,,372.65018463134766,262.49101638793945,-0.03845164179801941,0.3881772756576538,0.48609447479248047
9,,354.6081733703613,263.3861553668976,-0.04306252673268318,0.3693835139274597,0.48775213956832886
10,center.front.trichion,292.03070640563965,266.40589356422424,-0.03734350949525833,0.30419865250587463,0.493344247341156
11,,533.8323783874512,252.1749347448349,-0.028723476454615593,0.556075394153595,0.4669906198978424
12,,536.4931869506836,252.10340023040771,-0.024230187758803368,0.5588470697402954,0.4668581485748291
13,center.lips.upper.inner,538.0170249938965,252.02666759490967,-0.018120067194104195,0.5604344010353088,0.46671605110168457
14,center.lips.lower.inner,552.2614860534668,250.89637398719788,-0.012384489178657532,0.5752723813056946,0.4646229147911072
15,,557.8722953796387,250.48359811306,-0.014244889840483665,0.5811169743537903,0.4638585150241852
16,,564.7973442077637,250.2297431230545,-0.016790060326457024,0.5883305668830872,0.4633884131908417
17,center.lips.lower.outer,571.9769668579102,250.0158154964447,-0.014387988485395908,0.5958093404769897,0.46299225091934204
18,,585.5944633483887,251.37775540351868,-0.0018102891044691205,0.6099942326545715,0.4655143618583679
19,,492.9597473144531,257.53416538238525,-0.06640112400054932,0.5134997367858887,0.4769151210784912
20,,491.7703056335449,270.9632134437561,-0.047411639243364334,0.5122607350349426,0.5017837285995483
21,,358.1692314147949,395.7458961009979,0.0680706724524498,0.3730929493904114,0.7328627705574036
22,,411.73192977905273,312.94066429138184,-0.0017489860765635967,0.42888742685317993,0.5795197486877441
23,,413.84568214416504,325.64615964889526,-0.00044645601883530617,0.43108925223350525,0.6030484437942505
24,,414.53227043151855,338.1670331954956,0.003396097104996443,0.43180444836616516,0.6262352466583252
25,,409.97920989990234,355.92355728149414,0.014421542175114155,0.42706167697906494,0.6591176986694336
26,,408.0257320404053,302.3693597316742,-0.0009859896963462234,0.4250268042087555,0.5599432587623596
27,,381.2192916870117,334.95346784591675,-0.009580051526427269,0.3971034288406372,0.6202841997146606
28,,381.566104888916,320.61901330947876,-0.009613960981369019,0.39746469259262085,0.5937389135360718
29,,383.77790451049805,348.01324009895325,-0.004591725766658783,0.3997686505317688,0.6444689631462097
30,,388.8428020477295,356.1310636997223,0.0015459602000191808,0.4050445854663849,0.6595019698143005
31,,417.6898956298828,364.84092593193054,0.022178858518600464,0.43509364128112793,0.6756313443183899
32,,603.1021499633789,298.94381403923035,0.02087424322962761,0.628231406211853,0.5535996556282043
33,left.eye.corner_outer,404.4551467895508,355.652836561203,0.015653176233172417,0.42130744457244873,0.6586163640022278
34,,414.2800998687744,397.1161723136902,0.08180021494626999,0.43154177069664,0.7354003190994263
35,,409.0716361999512,378.25278639793396,0.03487440198659897,0.42611628770828247,0.700468122959137
36,,469.81547355651855,323.0741035938263,-0.008214239962399006,0.48939111828804016,0.5982853770256042
37,left.lips.philtrum_ridge,528.2304382324219,270.38614153862,-0.029520871117711067,0.5502400398254395,0.5007150769233704
38,,535.770378112793,268.53100776672363,-0.02135794423520565,0.5580941438674927,0.49727964401245117
39,,531.3255500793457,286.08572244644165,-0.019354375079274178,0.5534641146659851,0.5297883749008179
40,,533.9159774780273,296.6908550262451,-0.00538582494482398,0.5561624765396118,0.5494275093078613
