index,name,u,v,z_norm,x_norm,y_norm
0,center.lips.upper.outer,529.4848823547363,255.5805891752243,-0.034799735993146896,0.5515467524528503,0.4732973873615265
1,,483.22288513183594,258.00194799900055,-0.07226411998271942,0.5033571720123291,0.47778138518333435
2,center.nose.attachment_to_philtrum,495.856876373291,257.1478468179703,-0.03714499622583389,0.5165175795555115,0.4761997163295746
3,,436.22108459472656,270.26251316070557,-0.05600831285119057,0.45439696311950684,0.5004861354827881
4,center.nose.tip,468.91571044921875,258.60035955905914,-0.07749465852975845,0.48845386505126953,0.4788895547389984
5,,449.79334831237793,259.13721442222595,-0.0730343908071518,0.4685347378253937,0.47988373041152954
6,,403.4095001220703,260.3001129627228,-0.03898794576525688,0.42021822929382324,0.4820372462272644
7,,401.54271125793457,346.1875569820404,0.017177032306790352,0.4182736575603485,0.64108806848526
8,,369.56336975097656,261.7955946922302,-0.031594663858413696,0.3849618434906006,0.4848066568374634
9,,351.45140647888184,262.6950144767761,-0.035363249480724335,0.3660952150821686,0.4864722490310669
10,center.front.trichion,288.6100387573242,265.6206876039505,-0.024035051465034485,0.3006354570388794,0.49189016222953796
11,,534.0095901489258,255.32264649868011,-0.03248372673988342,0.5562599897384644,0.4728197157382965
12,,538.3289909362793,255.06846964359283,-0.027791669592261314,0.5607593655586243,0.47234901785850525
13,center.lips.upper.inner,541.1484146118164,254.80146646499634,-0.02101590484380722,0.5636962652206421,0.471854567527771
14,center.lips.lower.inner,541.6115570068359,254.70123767852783,-0.02036713995039463,0.5641787052154541,0.47166895866394043
15,,547.0067024230957,254.4469803571701,-0.02191488817334175,0.5697986483573914,0.47119811177253723
16,,553.158016204834,254.1985648870468,-0.02475198730826378,0.5762062668800354,0.47073808312416077
17,center.lips.lower.outer,559.5663070678711,253.90040516853333,-0.0229482501745224,0.5828815698623657,0.47018593549728394
18,,579.0253257751465,252.18692421913147,-0.01022378634661436,0.6031513810157776,0.46701282262802124
19,,490.1487350463867,257.5868707895279,-0.06504394114017487,0.5105715990066528,0.4770127236843109
20,,489.4270706176758,270.2273976802826,-0.046131882816553116,0.5098198652267456,0.5004211068153381
21,,354.6401309967041,394.28102374076843,0.0792941004037857,0.3694168031215668,0.730150043964386
