index,name,u,v,z_norm,x_norm,y_norm
0,center.lips.upper.outer,529.460277557373,252.6071834564209,-0.03108435682952404,0.5515211224555969,0.4677910804748535
1,,485.74018478393555,257.78150260448456,-0.07340279221534729,0.5059793591499329,0.4773731529712677
2,center.nose.attachment_to_philtrum,497.2911071777344,257.00939655303955,-0.03705665469169617,0.5180115699768066,0.47594332695007324
3,,439.13792610168457,270.53696751594543,-0.059564996510744095,0.45743533968925476,0.5009943842887878
4,center.nose.tip,471.4734363555908,258.5110419988632,-0.07923571020364761,0.4911181628704071,0.4787241518497467
5,,452.45450019836426,259.29185450077057,-0.0757443830370903,0.47130677103996277,0.4801701009273529
6,,406.6249465942383,260.8877581357956,-0.04442955553531647,0.42356765270233154,0.4831254780292511
7,,404.4400405883789,347.68622517585754,0.011093837209045887,0.421291708946228,0.6438633799552917
8,,373.3586311340332,262.51219511032104,-0.0386979840695858,0.3889152407646179,0.4861336946487427
9,,355.3223419189453,263.4884762763977,-0.043533965945243835,0.37012743949890137,0.4879416227340698
10,center.front.trichion,289.7855758666992,266.68060541152954,-0.038585364818573,0.301859974861145,0.49385297298431396
11,,532.7828407287598,252.3522984981537,-0.028521785512566566,0.5549821257591248,0.4673190712928772
12,,535.7013130187988,252.26735830307007,-0.024033933877944946,0.5580222010612488,0.46716177463531494
13,center.lips.upper.inner,537.3468017578125,252.15689420700073,-0.017911089584231377,0.5597362518310547,0.4669572114944458
14,center.lips.lower.inner,552.4304008483887,251.04356288909912,-0.012623895891010761,0.5754483342170715,0.46489548683166504
15,,557.6168060302734,250.59810161590576,-0.014454640448093414,0.5808508396148682,0.46407055854797363
16,,564.0903282165527,250.3032249212265,-0.016934210434556007,0.5875940918922424,0.4635244905948639
17,center.lips.lower.outer,571.0923957824707,250.01953303813934,-0.014457683078944683,0.594887912273407,0.4629991352558136
18,,584.7834205627441,251.08497083187103,-0.0015746348071843386,0.6091493964195251,0.4649721682071686
19,,492.56893157958984,257.34925389289856,-0.06585744768381119,0.5130926370620728,0.4765726923942566
20,,491.6174125671387,270.3640294075012,-0.04687124863266945,0.5121014714241028,0.5006741285324097
21,,357.77721405029297,394.7934651374817,0.06716267764568329,0.3726845979690552,0.731099009513855
22,,412.55249977111816,315.13707160949707,-0.002013568067923188,0.4297421872615814,0.5835871696472168
23,,414.32098388671875,326.93110942840576,-0.0007508383714593947,0.43158435821533203,0.6054279804229736
24,,414.4688129425049,338.3330512046814,0.0030609620735049248,0.43173834681510925,0.6265426874160767
25,,409.4766426086426,353.00337195396423,0.014057271182537079,0.4265381693840027,0.6537099480628967
