index,name,u,v,z_norm,x_norm,y_norm
0,center.lips.upper.outer,530.4888725280762,252.46532142162323,-0.03850143402814865,0.5525925755500793,0.467528373003006
1,,479.9070453643799,257.0167511701584,-0.07271301001310349,0.4999031722545624,0.4759569466114044
2,center.nose.attachment_to_philtrum,492.96146392822266,255.4389524459839,-0.038558851927518845,0.5135015249252319,0.4730350971221924
3,,434.96798515319824,270.03215432167053,-0.05441131070256233,0.45309165120124817,0.5000595450401306
4,center.nose.tip,466.04496002197266,257.9275006055832,-0.07735969126224518,0.4854635000228882,0.47764351963996887
5,,447.7851963043213,258.7159734964371,-0.07209306210279465,0.46644291281700134,0.4791036546230316
6,,403.8203430175781,260.3147256374359,-0.03614319860935211,0.42064619064331055,0.48206430673599243
7,,405.28613090515137,344.42357540130615,0.02137662284076214,0.42217305302619934,0.6378214359283447
8,,373.22728157043457,262.19061970710754,-0.027575621381402016,0.388778418302536,0.48553818464279175
9,,356.37279510498047,263.2742911577225,-0.03023460879921913,0.371221661567688,0.487544983625412
10,center.front.trichion,297.5573444366455,265.6901943683624,-0.01343745831400156,0.30995556712150574,0.4920188784599304
11,,535.3494071960449,252.1826273202896,-0.03651491552591324,0.5576556324958801,0.4670048654079437
12,,540.1137542724609,251.7951661348343,-0.03186605125665665,0.5626184940338135,0.4662873446941376
13,center.lips.upper.inner,543.2796478271484,251.3230061531067,-0.024780672043561935,0.5659162998199463,0.465412974357605
14,center.lips.lower.inner,543.6351585388184,251.35990798473358,-0.023008273914456367,0.5662866234779358,0.46548131108283997
15,,548.5853576660156,251.10289871692657,-0.024290014058351517,0.5714430809020996,0.46500536799430847
16,,554.6598815917969,250.82681894302368,-0.027084842324256897,0.5777707099914551,0.46449410915374756
17,center.lips.lower.outer,561.3979911804199,250.3971290588379,-0.024952735751867294,0.5847895741462708,0.4636983871459961
18,,582.8485679626465,249.00248765945435,-0.011958682909607887,0.6071339249610901,0.4611157178878784
19,,486.77513122558594,256.30261301994324,-0.06585671007633209,0.5070574283599854,0.47463446855545044
